role,location,education,experience,skills_count,projects,salary_lpa
DevOps Engineer,Mumbai,2,3.0,6,4,18.22
Data Analyst,Hyderabad,2,6.9,7,4,21.03
DevOps Engineer,Bangalore,3,4.1,7,5,19.83
ML Engineer,US Remote,2,0.7,13,0,33.7
Software Engineer,Delhi,2,1.0,19,2,11.47
Data Analyst,Chennai,2,1.4,22,4,12.3
Full Stack Developer,Ahmedabad,2,3.7,18,1,16.37
Software Engineer,Ahmedabad,2,2.1,7,3,13.12
Frontend Developer,Chennai,1,1.5,14,3,12.87
Software Engineer,Mumbai,1,9.9,8,8,31.94
ML Engineer,Kolkata,2,2.2,19,2,17.21
Software Engineer,Ahmedabad,3,1.8,17,9,20.04
AI Engineer,Remote,2,3.9,22,9,20.07
AI Engineer,Pune,2,0.5,19,2,15.9
Backend Developer,Ahmedabad,3,1.1,12,8,13.17
ML Engineer,Remote,3,1.6,7,2,12.8
Data Analyst,Kolkata,2,0.5,19,4,12.76
Cybersecurity Analyst,Bangalore,2,0.0,10,6,14.14
Full Stack Developer,Pune,1,1.0,20,3,15.75
Software Engineer,Ahmedabad,3,1.0,19,5,11.93
AI Engineer,Delhi,2,0.5,20,4,17.83
Frontend Developer,Kolkata,2,0.5,8,5,9.98
Frontend Developer,Bangalore,0,2.1,18,3,13.16
Software Engineer,Ahmedabad,2,0.9,20,4,14.55
Cloud Engineer,Remote,2,4.3,13,4,21.84
Cloud Engineer,Chennai,3,0.5,5,6,16.46
DevOps Engineer,Ahmedabad,3,3.3,6,7,16.67
Backend Developer,Hyderabad,3,0.6,19,5,14.28
ML Engineer,Remote,2,2.9,22,4,19.31
Backend Developer,Chennai,3,2.3,24,7,20.79
Cloud Engineer,Bangalore,2,5.0,7,2,24.89
AI Engineer,Bangalore,1,1.0,7,2,17.51
Frontend Developer,Kolkata,2,0.3,20,2,9.93
Frontend Developer,US Remote,3,0.8,13,5,30.82
ML Engineer,Delhi,2,0.3,6,3,12.45
Full Stack Developer,Ahmedabad,2,0.6,18,5,13.6
ML Engineer,Remote,3,0.9,22,5,15.74
ML Engineer,Kolkata,2,4.4,12,8,19.63
Cloud Engineer,Chennai,2,0.4,13,1,11.73
Software Engineer,Pune,3,4.7,19,5,21.9
DevOps Engineer,Mumbai,3,0.3,15,2,16.09
Cloud Engineer,Kolkata,3,3.1,9,4,19.56
Frontend Developer,Remote,2,3.4,16,3,18.81
AI Engineer,Delhi,3,5.5,14,2,27.05
Data Analyst,Ahmedabad,2,2.4,12,4,12.61
AI Engineer,Kolkata,2,1.2,12,4,15.23
ML Engineer,Delhi,2,0.4,21,1,12.93
Frontend Developer,Ahmedabad,2,8.4,12,5,27.68
DevOps Engineer,Bangalore,2,1.7,5,1,15.6
Full Stack Developer,Mumbai,3,1.3,15,5,13.15
Cybersecurity Analyst,US Remote,2,4.2,9,2,36.34
Cloud Engineer,Hyderabad,2,0.1,23,0,16.64
Software Engineer,Chennai,4,0.7,7,3,14.17
DevOps Engineer,Bangalore,3,1.6,19,6,18.89
ML Engineer,Hyderabad,2,1.1,23,4,18.06
ML Engineer,Remote,4,1.9,17,3,19.99
ML Engineer,Mumbai,3,0.7,9,6,15.62
Software Engineer,Pune,2,7.7,18,3,23.22
Full Stack Developer,Pune,2,1.2,9,3,12.37
ML Engineer,Mumbai,1,1.3,8,1,15.28
Cybersecurity Analyst,Ahmedabad,2,1.4,21,4,14.69
AI Engineer,Bangalore,2,0.6,13,4,13.55
Software Engineer,Pune,2,0.5,18,2,10.72
ML Engineer,Mumbai,3,0.8,14,8,19.57
AI Engineer,Remote,2,0.5,20,3,16.53
Software Engineer,Chennai,3,2.6,7,4,15.47
Cloud Engineer,Ahmedabad,2,0.4,16,3,13.49
ML Engineer,Ahmedabad,2,1.0,20,5,15.56
AI Engineer,Remote,2,1.1,24,10,17.6
Backend Developer,Remote,2,5.0,10,3,18.05
Software Engineer,Mumbai,2,3.3,20,5,21.56
Frontend Developer,Chennai,2,1.0,13,2,12.75
AI Engineer,Hyderabad,4,2.8,9,4,20.59
Data Analyst,US Remote,2,0.1,8,1,20.6
Software Engineer,Ahmedabad,2,6.4,11,3,18.53
Data Analyst,US Remote,2,1.8,12,3,23.6
Software Engineer,US Remote,3,1.8,14,5,26.59
ML Engineer,Chennai,2,1.2,14,2,15.06
AI Engineer,Ahmedabad,2,1.8,6,4,16.7
Backend Developer,Kolkata,3,1.5,15,5,12.53
Frontend Developer,Pune,0,2.0,9,6,11.49
Data Analyst,Ahmedabad,0,0.7,17,2,8.72
Software Engineer,Kolkata,2,9.1,5,7,30.42
Cybersecurity Analyst,Kolkata,1,2.8,20,1,15.95
Software Engineer,Kolkata,1,0.4,21,2,10.52
ML Engineer,Kolkata,3,2.0,13,6,16.98
Data Analyst,Delhi,3,2.5,20,1,17.57
Cybersecurity Analyst,Kolkata,4,2.4,18,4,19.01
Backend Developer,Chennai,3,3.2,14,4,16.29
Backend Developer,Mumbai,2,4.6,20,3,21.32
Backend Developer,Ahmedabad,2,3.0,5,1,12.98
AI Engineer,US Remote,4,0.2,19,3,38.41
Data Analyst,Mumbai,3,2.1,18,2,12.41
Frontend Developer,Delhi,3,7.5,11,3,28.13
Backend Developer,Bangalore,2,3.6,10,2,17.99
Cloud Engineer,Bangalore,3,1.3,24,5,16.51
Backend Developer,Kolkata,4,1.6,11,5,17.38
AI Engineer,Delhi,4,6.3,8,3,27.32
Cybersecurity Analyst,Chennai,2,6.5,10,6,19.68
ML Engineer,Chennai,2,0.1,19,7,17.17
Cloud Engineer,Mumbai,3,0.6,14,2,18.24
Full Stack Developer,Kolkata,0,4.2,11,2,15.32
Backend Developer,Delhi,0,1.0,17,3,10.36
Full Stack Developer,Delhi,2,0.7,16,2,12.61
ML Engineer,Ahmedabad,3,0.4,19,1,13.55
AI Engineer,Ahmedabad,2,9.4,6,3,28.47
AI Engineer,Delhi,2,6.4,5,2,21.94
Software Engineer,Delhi,1,1.0,18,3,11.72
Backend Developer,Remote,2,0.6,11,1,10.55
Frontend Developer,Pune,2,0.9,5,3,11.4
Software Engineer,Kolkata,3,5.8,10,7,17.62
Backend Developer,Mumbai,1,6.2,16,3,21.78
Backend Developer,Kolkata,2,1.4,12,6,13.33
AI Engineer,Bangalore,2,7.3,13,2,28.21
Frontend Developer,Hyderabad,2,1.2,12,3,13.18
Software Engineer,Remote,3,4.8,22,9,21.78
DevOps Engineer,Remote,1,0.1,20,1,12.83
Cybersecurity Analyst,Ahmedabad,1,12.4,5,3,35.12
Frontend Developer,Remote,1,1.4,15,3,12.32
Software Engineer,Hyderabad,3,2.8,10,5,18.55
Frontend Developer,Hyderabad,2,1.5,24,3,14.05
AI Engineer,Mumbai,2,3.1,14,4,16.03
ML Engineer,Hyderabad,2,2.0,16,2,21.6
DevOps Engineer,Mumbai,2,1.7,16,2,15.18
Frontend Developer,Kolkata,3,1.4,24,4,15.06
Data Analyst,Bangalore,3,5.7,7,4,18.02
ML Engineer,Kolkata,2,1.5,11,3,11.71
Frontend Developer,Ahmedabad,3,4.7,24,3,21.06
ML Engineer,Chennai,3,1.5,6,4,15.97
Data Analyst,Delhi,2,1.9,11,6,14.79
Software Engineer,Bangalore,1,5.6,7,4,22.0
Frontend Developer,Bangalore,2,1.0,17,5,13.81
Frontend Developer,Bangalore,1,0.9,9,2,9.35
Frontend Developer,Ahmedabad,2,3.3,10,3,12.17
Cloud Engineer,Ahmedabad,2,0.4,6,2,13.11
Software Engineer,Pune,2,2.0,14,3,16.81
Cybersecurity Analyst,Kolkata,2,4.1,7,5,15.75
ML Engineer,Hyderabad,2,0.6,20,1,16.1
DevOps Engineer,Kolkata,3,7.6,21,3,29.79
DevOps Engineer,Bangalore,3,1.2,7,1,15.69
Cloud Engineer,US Remote,2,0.1,22,0,35.03
Frontend Developer,Delhi,2,2.7,20,3,16.88
Data Analyst,Hyderabad,3,1.4,10,1,10.1
Data Analyst,Pune,1,6.8,9,5,20.79
AI Engineer,Ahmedabad,2,8.5,15,6,28.9
Data Analyst,Pune,3,0.3,24,1,15.09
Frontend Developer,Pune,2,1.1,24,5,16.24
Full Stack Developer,Hyderabad,3,0.7,20,5,15.04
ML Engineer,Hyderabad,3,2.5,9,2,14.77
AI Engineer,Ahmedabad,0,6.4,6,6,20.9
Cloud Engineer,Mumbai,3,0.2,6,0,13.71
ML Engineer,Ahmedabad,2,1.7,21,5,17.24
ML Engineer,Ahmedabad,1,0.3,16,2,14.23
Data Analyst,Kolkata,2,7.9,20,3,25.72
Cybersecurity Analyst,Ahmedabad,3,3.9,21,3,20.63
Cybersecurity Analyst,Hyderabad,3,1.6,23,4,16.6
Cybersecurity Analyst,Mumbai,2,2.5,23,1,22.15
Cloud Engineer,Chennai,0,5.1,22,5,20.06
Full Stack Developer,Chennai,2,0.3,18,1,13.55
AI Engineer,Ahmedabad,2,3.4,19,2,19.38
DevOps Engineer,Mumbai,2,1.1,10,2,13.38
Frontend Developer,US Remote,1,4.8,13,5,38.64
Cloud Engineer,Ahmedabad,3,1.5,8,5,13.83
Cybersecurity Analyst,Hyderabad,2,1.5,16,4,17.27
ML Engineer,Pune,4,0.2,14,2,14.21
Cybersecurity Analyst,Mumbai,3,0.1,10,2,13.27
Data Analyst,US Remote,2,0.5,10,3,24.01
Cybersecurity Analyst,US Remote,3,0.3,19,0,33.61
Data Analyst,Pune,2,2.1,24,3,17.14
Cloud Engineer,Kolkata,1,2.3,10,3,15.81
Cybersecurity Analyst,Ahmedabad,2,1.1,11,4,13.19
ML Engineer,Ahmedabad,1,2.9,14,1,19.31
DevOps Engineer,Mumbai,1,3.6,16,4,19.28
ML Engineer,Delhi,2,3.7,5,3,16.36
ML Engineer,Bangalore,2,2.3,13,3,17.64
Full Stack Developer,US Remote,2,1.2,23,2,36.5
Software Engineer,Pune,1,0.1,9,4,10.25
Cloud Engineer,Kolkata,2,10.1,24,2,31.37
ML Engineer,Bangalore,3,0.1,15,3,17.96
Frontend Developer,Ahmedabad,3,0.9,12,5,11.11
ML Engineer,Bangalore,2,0.3,21,1,16.6
Backend Developer,Chennai,2,3.6,11,4,15.26
AI Engineer,Delhi,3,2.9,20,2,20.35
Data Analyst,US Remote,4,1.4,11,3,22.17
DevOps Engineer,Remote,1,0.5,21,3,14.27
ML Engineer,Remote,4,0.1,12,7,14.93
Cloud Engineer,Remote,2,3.1,14,3,21.14
Backend Developer,Ahmedabad,2,2.8,9,4,14.89
Backend Developer,Mumbai,2,0.4,24,3,12.95
Cybersecurity Analyst,Kolkata,3,0.5,21,2,13.78
AI Engineer,Ahmedabad,2,4.6,24,5,25.78
Frontend Developer,Mumbai,2,8.1,20,4,25.99
Backend Developer,Delhi,2,0.8,19,3,9.77
ML Engineer,Hyderabad,2,2.1,20,3,19.6
Software Engineer,Mumbai,2,0.7,12,8,12.82
AI Engineer,Mumbai,2,5.9,11,3,30.84
Frontend Developer,Kolkata,2,1.9,9,1,11.7
AI Engineer,Pune,2,5.3,21,4,25.34
Full Stack Developer,Ahmedabad,2,0.3,21,0,11.81
Software Engineer,Delhi,2,0.8,20,3,12.06
AI Engineer,Chennai,2,4.4,18,4,19.18
Full Stack Developer,US Remote,2,2.7,17,2,37.59
Full Stack Developer,Delhi,2,1.0,10,4,13.43
Data Analyst,Remote,3,1.3,16,1,12.41
Full Stack Developer,Chennai,2,0.7,15,1,12.98
DevOps Engineer,US Remote,2,5.0,21,3,45.72
Frontend Developer,Remote,3,0.4,17,3,12.6
DevOps Engineer,Hyderabad,2,6.6,6,4,25.68
Cloud Engineer,Mumbai,3,4.6,10,8,20.68
Software Engineer,Remote,2,1.0,5,1,8.21
Full Stack Developer,Kolkata,3,3.5,19,6,16.19
Frontend Developer,Ahmedabad,2,2.0,9,6,12.51
Cybersecurity Analyst,Hyderabad,2,10.4,6,7,31.68
Data Analyst,Bangalore,1,1.7,11,5,14.06
Cybersecurity Analyst,Kolkata,2,0.9,13,4,12.76
ML Engineer,Chennai,2,2.4,13,2,16.86
Backend Developer,Kolkata,1,1.0,7,2,8.69
AI Engineer,Ahmedabad,3,2.5,12,8,24.99
Cybersecurity Analyst,Mumbai,2,6.2,20,6,31.4
Cybersecurity Analyst,Delhi,1,0.2,14,7,13.33
ML Engineer,Pune,3,2.9,22,6,27.01
Full Stack Developer,Chennai,2,1.4,19,2,13.79
Software Engineer,Ahmedabad,3,0.4,22,4,13.74
AI Engineer,Kolkata,2,0.0,7,2,11.9
Software Engineer,Kolkata,2,3.7,20,1,18.94
Data Analyst,Delhi,2,1.2,21,4,14.57
Cybersecurity Analyst,Ahmedabad,3,3.3,18,6,16.75
Backend Developer,Ahmedabad,2,7.9,20,5,28.4
Backend Developer,US Remote,2,0.2,11,2,26.44
ML Engineer,Hyderabad,3,2.0,20,5,17.4
Software Engineer,Kolkata,2,4.4,18,3,21.25
Data Analyst,Chennai,2,1.8,15,2,11.77
Frontend Developer,Mumbai,0,3.1,20,2,16.33
Software Engineer,Mumbai,2,2.6,16,4,18.11
Software Engineer,Mumbai,1,3.7,21,7,19.47
ML Engineer,Remote,2,2.5,11,2,14.74
Full Stack Developer,Bangalore,0,1.6,6,6,13.54
DevOps Engineer,Hyderabad,2,2.4,11,6,18.87
Software Engineer,Bangalore,2,4.9,24,2,24.96
DevOps Engineer,Delhi,2,1.8,22,6,15.33
Data Analyst,Chennai,2,2.4,14,2,12.77
Frontend Developer,Chennai,3,0.4,24,2,13.25
Software Engineer,Mumbai,2,1.0,13,3,12.52
Cloud Engineer,Bangalore,2,3.6,5,5,18.86
Data Analyst,Remote,1,0.2,13,6,10.56
DevOps Engineer,Kolkata,3,5.0,22,4,19.8
Software Engineer,Delhi,2,2.1,16,2,12.41
Cloud Engineer,Remote,4,0.6,22,0,17.17
Cybersecurity Analyst,Mumbai,1,3.7,15,2,19.18
Full Stack Developer,Mumbai,3,0.5,24,7,16.93
ML Engineer,Hyderabad,2,2.4,14,3,17.63
ML Engineer,Kolkata,1,1.2,22,3,12.86
Data Analyst,Hyderabad,3,0.7,9,3,9.76
Backend Developer,Delhi,1,14.5,9,8,35.61
AI Engineer,Pune,2,3.1,6,4,20.57
Backend Developer,US Remote,3,0.1,10,4,21.55
Data Analyst,Remote,3,0.2,20,2,11.5
Backend Developer,Chennai,4,1.4,20,5,15.95
DevOps Engineer,Bangalore,2,5.4,18,7,24.73
Backend Developer,Mumbai,3,2.0,9,4,19.16
AI Engineer,Kolkata,1,6.8,24,2,27.67
Cloud Engineer,Remote,2,2.7,17,3,16.86
Cybersecurity Analyst,Remote,2,0.9,11,4,13.65
Backend Developer,Remote,3,10.9,14,4,27.69
Cloud Engineer,Remote,1,0.8,15,3,15.98
Cybersecurity Analyst,Bangalore,3,4.9,7,4,19.04
Software Engineer,Pune,2,1.1,19,3,14.31
Software Engineer,Remote,2,2.3,9,3,15.68
Backend Developer,Mumbai,3,3.2,21,2,20.34
DevOps Engineer,Kolkata,2,0.5,7,3,10.7
Cloud Engineer,US Remote,0,1.2,15,2,28.82
Software Engineer,US Remote,3,4.8,22,3,40.32
Frontend Developer,Hyderabad,3,0.9,16,5,15.74
Full Stack Developer,Mumbai,0,8.0,13,6,26.4
Full Stack Developer,Delhi,2,0.3,19,5,14.51
Backend Developer,Ahmedabad,3,1.4,14,4,13.52
Cloud Engineer,Remote,4,1.0,9,2,15.56
Backend Developer,US Remote,2,2.0,17,4,27.06
AI Engineer,Remote,2,8.4,22,9,34.48
Software Engineer,Kolkata,2,5.4,8,7,18.06
Software Engineer,Hyderabad,0,1.8,6,1,9.6
Cybersecurity Analyst,Chennai,2,5.9,12,4,24.22
ML Engineer,Delhi,2,2.2,24,3,20.24
Cybersecurity Analyst,Ahmedabad,1,5.7,13,7,17.29
Frontend Developer,Remote,2,0.8,5,2,10.49
Software Engineer,Pune,0,6.4,10,8,24.33
ML Engineer,Bangalore,2,0.3,7,4,16.33
Data Analyst,Mumbai,1,1.5,18,3,12.6
Data Analyst,US Remote,1,0.5,23,4,23.64
Backend Developer,Kolkata,2,1.7,18,3,10.49
Cybersecurity Analyst,Ahmedabad,3,1.2,5,1,13.1
Software Engineer,Delhi,2,0.6,18,5,11.43
Frontend Developer,Remote,1,0.6,24,5,10.4
Full Stack Developer,Mumbai,1,2.7,6,8,17.34
Cybersecurity Analyst,Pune,4,0.7,12,6,12.98
ML Engineer,Ahmedabad,2,0.9,22,0,13.98
DevOps Engineer,Chennai,3,4.3,15,4,25.46
Cybersecurity Analyst,Bangalore,2,2.6,10,7,17.99
Data Analyst,Delhi,4,6.5,15,5,27.22
Data Analyst,Delhi,3,0.5,23,2,13.82
Data Analyst,Remote,4,1.0,5,0,11.44
ML Engineer,Delhi,2,6.0,9,5,25.2
ML Engineer,Bangalore,3,5.6,8,5,22.64
Cybersecurity Analyst,US Remote,0,3.6,8,6,31.05
DevOps Engineer,Pune,3,4.4,12,7,20.22
Software Engineer,Hyderabad,2,0.2,12,1,11.66
DevOps Engineer,Pune,2,3.1,18,3,20.17
DevOps Engineer,Delhi,2,0.8,17,4,12.53
Frontend Developer,Pune,2,0.2,8,3,12.84
Data Analyst,Bangalore,2,0.7,11,3,12.28
Data Analyst,Kolkata,3,0.4,14,4,11.17
Cloud Engineer,Pune,4,5.7,23,7,27.75
Backend Developer,Chennai,2,2.5,7,7,13.75
Full Stack Developer,Ahmedabad,1,6.7,15,4,19.51
Software Engineer,Mumbai,2,1.5,18,7,21.18
Frontend Developer,Hyderabad,2,2.7,8,3,17.43
Cybersecurity Analyst,Pune,4,3.6,20,5,19.89
Software Engineer,US Remote,1,4.1,11,4,27.68
Software Engineer,US Remote,1,2.9,10,2,29.63
AI Engineer,US Remote,2,3.0,24,6,43.56
Cybersecurity Analyst,Mumbai,2,2.3,9,3,15.2
Software Engineer,Delhi,3,2.4,7,4,13.95
Cybersecurity Analyst,US Remote,3,1.3,20,2,34.79
Cybersecurity Analyst,Pune,2,4.6,12,4,19.87
DevOps Engineer,Pune,4,4.0,17,2,19.88
Backend Developer,Mumbai,1,0.7,21,1,10.31
AI Engineer,Chennai,2,2.1,22,6,22.69
Frontend Developer,Pune,2,0.2,7,4,9.56
AI Engineer,US Remote,3,2.7,15,5,50.4
DevOps Engineer,Mumbai,0,0.2,11,3,11.6
ML Engineer,US Remote,2,0.1,14,5,38.7
Cloud Engineer,Chennai,1,1.4,7,4,12.16
Full Stack Developer,Bangalore,3,0.9,19,1,15.18
Full Stack Developer,Chennai,2,0.5,20,9,16.81
Cloud Engineer,Bangalore,3,0.3,13,4,12.4
Backend Developer,Mumbai,3,1.1,15,4,17.54
AI Engineer,Remote,2,0.2,21,1,16.53
Cybersecurity Analyst,Bangalore,1,0.3,6,2,11.3
Cybersecurity Analyst,Pune,2,0.2,21,1,10.33
Backend Developer,Bangalore,1,2.8,22,5,16.64
Data Analyst,Pune,2,2.9,22,6,14.94
Software Engineer,Kolkata,3,4.3,23,4,20.95
Frontend Developer,Bangalore,3,0.6,6,3,10.89
Backend Developer,Hyderabad,2,1.1,15,5,11.55
Frontend Developer,Delhi,2,1.8,16,3,15.19
Cybersecurity Analyst,US Remote,2,7.9,13,3,43.91
DevOps Engineer,US Remote,2,0.7,13,1,32.92
Cybersecurity Analyst,Ahmedabad,2,1.8,16,6,12.34
Software Engineer,Hyderabad,2,0.2,19,6,11.45
Data Analyst,Kolkata,3,0.6,20,4,12.16
Full Stack Developer,US Remote,3,4.2,9,3,41.88
Frontend Developer,Bangalore,3,3.2,19,2,17.65
Frontend Developer,Chennai,3,0.5,8,3,9.93
AI Engineer,Mumbai,2,1.8,20,1,18.89
ML Engineer,Chennai,2,0.3,18,4,10.62
Full Stack Developer,Hyderabad,4,0.1,20,2,14.09
Full Stack Developer,Bangalore,3,2.5,20,6,22.78
AI Engineer,Bangalore,3,0.4,12,3,19.07
Backend Developer,Remote,3,3.1,11,5,17.43
Software Engineer,Delhi,1,3.8,8,2,12.85
Data Analyst,Pune,3,5.3,11,5,21.45
ML Engineer,Mumbai,2,0.6,13,3,14.49
DevOps Engineer,Hyderabad,0,6.9,12,1,17.29
DevOps Engineer,Mumbai,1,0.7,12,1,9.36
Full Stack Developer,Mumbai,4,4.1,19,8,22.9
Backend Developer,Pune,2,1.6,8,4,12.2
ML Engineer,Bangalore,2,0.0,17,2,15.23
ML Engineer,US Remote,2,0.3,24,1,28.03
Cloud Engineer,Chennai,2,0.8,24,4,16.69
AI Engineer,Kolkata,2,0.6,5,2,13.11
Frontend Developer,Ahmedabad,3,5.9,10,5,19.36
AI Engineer,Chennai,2,1.5,15,2,19.3
Frontend Developer,Bangalore,2,2.5,21,4,16.67
Software Engineer,Ahmedabad,2,1.3,23,3,17.63
Backend Developer,Kolkata,2,1.8,15,4,14.02
Software Engineer,Chennai,3,6.1,6,6,22.18
Full Stack Developer,Delhi,2,2.9,19,1,18.79
Backend Developer,Kolkata,3,0.0,12,1,8.62
Backend Developer,Pune,2,6.3,8,4,19.57
ML Engineer,Kolkata,3,2.8,9,2,16.71
DevOps Engineer,Mumbai,2,3.0,19,6,23.15
ML Engineer,Pune,2,6.0,13,4,28.3
Cybersecurity Analyst,Hyderabad,2,3.7,7,0,17.05
Full Stack Developer,Pune,2,2.3,10,2,14.47
Backend Developer,Kolkata,3,0.5,20,4,12.97
Cloud Engineer,Remote,1,1.2,17,4,16.32
Backend Developer,Kolkata,2,1.5,19,6,14.63
DevOps Engineer,US Remote,4,3.5,11,5,41.3
Cloud Engineer,Hyderabad,2,4.7,14,5,21.63
Cybersecurity Analyst,Delhi,3,0.4,20,2,13.12
Cybersecurity Analyst,Hyderabad,2,3.7,13,4,16.08
AI Engineer,Chennai,2,7.0,21,8,24.67
Full Stack Developer,Mumbai,3,1.8,9,1,21.72
Cybersecurity Analyst,Chennai,2,0.7,8,6,14.91
Frontend Developer,Ahmedabad,2,4.7,7,4,16.7
Data Analyst,Chennai,1,1.6,8,3,11.79
Backend Developer,Pune,3,0.3,7,3,10.97
Data Analyst,Kolkata,2,4.8,14,6,17.98
Cloud Engineer,Kolkata,2,10.0,8,6,25.07
Software Engineer,Chennai,2,5.1,13,3,19.83
Backend Developer,Ahmedabad,2,2.6,14,8,20.17
Cloud Engineer,Remote,2,3.4,17,3,19.08
AI Engineer,Ahmedabad,1,14.9,15,9,44.07
Software Engineer,US Remote,2,4.2,14,2,31.67
Full Stack Developer,Delhi,2,3.8,13,8,19.14
Cybersecurity Analyst,Remote,2,0.8,7,3,11.68
Cloud Engineer,Chennai,2,1.0,15,2,12.03
Frontend Developer,US Remote,2,0.6,18,1,21.68
Cybersecurity Analyst,Kolkata,2,0.2,15,4,12.29
Software Engineer,Bangalore,0,2.4,15,3,14.92
Cybersecurity Analyst,Mumbai,2,0.1,13,0,11.64
DevOps Engineer,Delhi,3,2.3,9,4,18.51
DevOps Engineer,Delhi,3,1.6,13,1,15.09
ML Engineer,Remote,2,2.4,17,0,18.24
DevOps Engineer,Delhi,3,3.8,20,5,19.52
Full Stack Developer,Ahmedabad,2,2.2,16,3,16.35
Software Engineer,Mumbai,3,2.9,24,4,21.38
Data Analyst,Bangalore,1,0.7,6,1,9.18
AI Engineer,Delhi,2,12.1,22,7,41.17
DevOps Engineer,Delhi,4,0.4,21,1,16.16
AI Engineer,Kolkata,3,0.2,24,2,16.11
ML Engineer,Delhi,3,0.1,5,2,13.65
Cybersecurity Analyst,Ahmedabad,2,2.1,5,0,10.96
Backend Developer,Kolkata,2,1.9,17,4,14.66
Cybersecurity Analyst,Chennai,2,1.0,10,3,13.89
AI Engineer,Bangalore,2,1.9,7,7,26.3
Frontend Developer,Bangalore,3,2.1,23,6,17.17
Frontend Developer,Delhi,3,5.4,20,3,22.96
Software Engineer,Ahmedabad,2,1.6,17,3,12.71
ML Engineer,Mumbai,0,0.9,19,3,13.44
DevOps Engineer,US Remote,2,1.1,19,5,39.31
Cybersecurity Analyst,Pune,2,0.7,9,6,16.38
ML Engineer,Hyderabad,1,2.2,14,4,19.22
DevOps Engineer,US Remote,3,1.0,6,5,34.07
ML Engineer,Hyderabad,3,1.1,24,3,23.41
Software Engineer,Hyderabad,2,0.3,15,2,11.1
ML Engineer,Ahmedabad,2,1.8,24,5,20.01
Software Engineer,Ahmedabad,2,3.1,13,2,16.44
Software Engineer,Chennai,1,1.4,6,5,10.92
ML Engineer,Pune,2,0.3,8,0,13.07
ML Engineer,US Remote,4,9.5,21,7,63.95
Cybersecurity Analyst,Bangalore,3,3.6,20,2,18.58
Full Stack Developer,Ahmedabad,3,2.7,16,8,19.27
Software Engineer,Ahmedabad,2,8.5,21,5,27.32
Software Engineer,US Remote,3,0.1,20,4,37.09
ML Engineer,Mumbai,3,5.4,15,5,22.77
Cybersecurity Analyst,Pune,2,2.6,12,2,13.92
Cybersecurity Analyst,Pune,1,3.7,11,6,16.9
Cloud Engineer,Bangalore,2,0.6,19,5,16.86
Backend Developer,Pune,2,0.1,23,1,12.06
Frontend Developer,Bangalore,2,4.3,20,3,18.23
Cybersecurity Analyst,Bangalore,0,2.5,7,3,14.29
Frontend Developer,Mumbai,2,1.9,8,1,14.51
DevOps Engineer,US Remote,3,0.1,7,3,31.12
Cybersecurity Analyst,Ahmedabad,2,0.7,6,3,10.53
Data Analyst,Remote,2,1.7,7,4,12.88
Cybersecurity Analyst,US Remote,2,2.3,18,7,35.55
Full Stack Developer,Hyderabad,2,1.5,19,4,17.8
Frontend Developer,Delhi,4,0.6,6,3,9.78
Cybersecurity Analyst,Pune,1,7.1,9,6,24.33
Frontend Developer,Ahmedabad,3,2.6,19,5,17.38
Frontend Developer,Hyderabad,2,1.4,8,2,13.94
Backend Developer,Chennai,4,0.3,5,4,11.51
DevOps Engineer,Kolkata,3,2.4,18,4,16.81
ML Engineer,Bangalore,2,2.1,6,5,16.52
Cybersecurity Analyst,Bangalore,4,0.8,23,3,14.29
Cybersecurity Analyst,Hyderabad,3,4.8,11,5,24.31
Cybersecurity Analyst,Hyderabad,2,0.6,6,3,8.68
Full Stack Developer,Remote,3,2.9,7,4,19.56
Software Engineer,US Remote,2,0.6,9,1,27.13
AI Engineer,Hyderabad,3,0.9,17,0,16.36
Cybersecurity Analyst,Delhi,2,1.8,17,0,16.09
ML Engineer,Bangalore,2,1.4,12,7,17.15
ML Engineer,Chennai,2,1.3,22,5,16.17
Frontend Developer,Delhi,2,5.4,14,1,16.97
Backend Developer,Bangalore,3,1.9,15,5,18.0
DevOps Engineer,Mumbai,3,0.8,6,4,13.7
Backend Developer,Remote,2,5.1,15,4,17.44
Cybersecurity Analyst,Delhi,1,0.3,15,3,11.49
Backend Developer,Delhi,2,0.7,23,5,15.05
Frontend Developer,Kolkata,3,4.4,21,2,20.14
Data Analyst,US Remote,2,3.1,7,8,23.31
Cybersecurity Analyst,Remote,3,3.2,17,4,17.82
DevOps Engineer,US Remote,2,2.7,13,2,31.13
Cybersecurity Analyst,Pune,1,5.8,15,4,28.22
Full Stack Developer,Delhi,2,0.2,21,1,13.62
Cloud Engineer,Ahmedabad,1,1.6,12,3,13.63
Backend Developer,Delhi,0,6.5,24,5,23.44
Data Analyst,Ahmedabad,2,2.0,12,0,11.79
Cloud Engineer,Ahmedabad,2,7.3,21,4,26.29
ML Engineer,Kolkata,2,1.3,13,5,14.71
Cybersecurity Analyst,Chennai,2,4.2,15,6,21.72
Software Engineer,Mumbai,3,11.0,15,11,34.91
Full Stack Developer,Hyderabad,3,2.9,21,4,19.71
AI Engineer,Pune,3,0.3,11,2,9.92
AI Engineer,Chennai,2,0.5,23,4,17.07
ML Engineer,Pune,4,3.6,18,5,27.29
AI Engineer,Kolkata,4,0.1,11,8,18.13
Cybersecurity Analyst,Mumbai,2,1.0,19,3,13.92
Cybersecurity Analyst,Chennai,2,1.6,21,2,20.85
