education,cgpa,experience,projects,internships,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,certifications,has_github,has_linkedin,resume_score,readiness_level
2,9.17,2.9,5,1,14,3,4,4,1,1,0,0,1,71.2,2
0,7.59,5.1,2,1,13,1,2,2,6,1,0,1,1,89.1,2
2,8.05,3.6,1,2,9,1,1,2,4,0,2,1,1,70.9,3
3,9.26,0.5,1,2,14,0,2,2,5,1,2,1,1,75.4,3
2,7.16,0.3,4,0,13,3,3,2,1,0,1,0,1,78.2,2
2,8.34,1.5,5,0,15,0,1,4,1,6,1,1,1,70.2,3
1,7.1,0.4,2,1,15,3,5,2,2,0,0,0,0,79.8,1
1,9.32,1.3,5,1,15,1,2,3,1,6,2,1,1,75.5,2
0,6.37,0.4,0,1,18,1,1,4,1,7,0,1,1,50.0,1
3,8.58,2.9,3,2,15,1,6,3,3,0,1,1,1,92.7,3
3,8.33,0.3,4,3,14,3,3,1,1,2,4,0,0,82.9,2
2,7.88,0.4,3,0,17,1,7,4,1,1,1,0,1,71.8,3
3,9.17,2.5,2,2,12,7,0,2,1,0,3,0,1,92.8,3
0,8.14,5.1,1,1,10,5,1,1,0,0,1,1,0,76.5,2
2,5.65,11.0,3,5,19,6,5,2,2,1,1,1,1,98.0,3
2,8.89,2.9,1,2,15,0,2,2,2,7,1,1,1,47.0,1
2,8.78,0.7,2,2,14,0,2,2,1,6,3,1,1,72.8,2
2,7.31,1.2,2,1,16,1,1,4,1,5,0,0,1,73.0,1
2,8.05,3.3,5,3,15,3,4,3,2,0,1,0,1,84.8,3
2,10.0,0.9,4,0,10,2,2,2,2,1,0,1,1,58.0,2
2,8.94,0.2,4,1,12,3,2,2,2,2,2,1,1,70.1,2
3,9.65,4.3,3,2,13,4,4,2,1,0,1,0,1,81.4,3
1,6.9,1.4,2,1,13,3,3,3,2,1,1,1,0,86.5,2
3,9.63,1.7,1,0,12,5,2,2,1,0,3,1,1,65.5,2
2,7.29,7.7,1,2,13,2,3,1,2,2,0,0,1,87.7,3
1,8.79,1.9,3,2,18,3,6,4,3,0,0,1,0,63.0,3
4,7.9,0.5,1,2,10,5,0,1,0,0,1,1,0,73.1,2
4,8.11,4.2,2,1,17,5,5,3,2,0,3,1,0,91.6,3
3,7.79,2.1,1,0,15,3,5,3,1,1,5,1,1,73.0,2
3,8.15,0.5,2,0,12,5,3,2,1,0,2,1,1,78.2,2
3,7.3,1.6,2,0,10,6,1,1,1,0,2,1,1,68.8,2
3,9.64,1.2,2,3,16,0,2,3,1,6,2,0,1,92.1,2
2,7.93,11.7,2,0,14,8,0,2,0,0,0,1,0,95.4,3
2,7.08,5.1,5,3,11,3,2,1,2,1,1,1,1,82.3,3
2,7.78,1.1,1,2,17,4,4,3,2,0,1,1,1,71.4,2
2,8.07,11.4,4,1,14,4,2,1,1,2,3,1,0,98.0,3
1,6.51,1.5,3,1,15,0,1,3,2,8,2,1,1,79.5,1
2,8.47,0.1,2,4,16,1,3,2,5,1,2,0,0,83.1,3
2,6.1,1.0,2,1,14,0,1,2,1,8,1,1,1,79.4,1
2,8.26,2.7,0,1,11,6,2,1,1,0,2,0,0,98.0,1
3,8.61,0.2,4,4,13,1,4,3,3,0,0,1,1,64.7,2
2,8.96,2.8,2,3,11,0,3,2,4,0,3,1,1,91.2,2
1,7.12,1.6,4,0,13,1,7,2,2,0,4,1,0,92.8,2
2,8.88,0.7,5,1,15,2,3,2,2,2,0,1,0,64.4,2
4,9.29,3.8,5,0,11,2,3,1,2,1,3,1,1,66.9,3
2,8.4,0.2,4,1,14,4,3,2,1,2,0,1,0,66.4,2
2,9.37,0.0,5,2,15,1,7,2,3,1,1,0,1,70.5,3
2,6.6,0.2,1,2,19,6,5,2,1,1,1,0,1,76.4,1
1,7.76,0.2,3,2,19,6,5,2,1,1,1,0,1,69.9,1
2,9.03,0.9,2,3,15,1,1,4,1,7,2,0,1,72.9,3
2,7.58,1.0,0,1,11,3,2,1,1,2,2,1,1,73.4,1
3,8.67,1.6,2,0,13,2,2,2,2,1,2,1,0,79.8,3
3,9.4,1.8,2,4,14,1,3,1,5,1,2,1,1,91.9,3
2,7.49,2.6,5,3,17,3,6,2,2,0,0,1,1,85.9,3
3,8.11,7.1,3,2,14,9,1,2,1,0,4,1,0,94.8,3
2,7.24,4.3,2,1,15,0,3,2,7,0,1,1,0,83.6,3
2,8.89,0.7,1,3,11,2,3,2,2,1,4,1,0,77.9,2
3,7.79,0.7,0,1,10,7,1,1,0,0,2,0,1,49.4,1
2,6.14,1.1,2,1,13,0,2,2,2,6,1,1,1,90.2,2
3,9.66,4.7,3,1,11,4,1,1,1,0,0,1,1,92.5,3
2,8.49,2.3,1,0,14,1,1,1,7,1,2,0,1,70.5,1
2,7.93,4.3,3,1,16,2,6,2,2,1,2,1,1,87.8,2
3,10.0,0.9,0,2,15,2,5,2,1,1,0,1,0,78.3,1
0,8.21,1.8,5,1,13,4,3,3,2,0,0,1,0,97.6,2
3,8.04,7.3,2,0,17,4,5,3,2,1,1,1,1,98.0,3
1,8.24,0.9,4,1,12,4,3,1,2,1,3,0,1,60.0,2
2,7.89,2.7,6,1,14,4,3,1,2,1,1,0,1,70.6,3
0,7.84,1.1,2,0,18,2,7,2,2,1,0,1,1,71.1,2
3,6.39,6.8,2,2,13,1,6,3,1,1,3,0,1,83.3,3
3,9.82,4.9,1,1,16,6,5,2,1,1,2,0,1,98.0,2
2,9.75,1.1,4,1,16,4,5,3,2,1,2,1,1,98.0,3
2,8.36,0.8,3,0,13,0,3,2,4,0,3,0,1,68.4,2
2,6.57,3.6,3,1,19,1,2,4,1,8,1,1,0,72.5,3
4,8.01,9.3,4,5,15,8,2,1,0,0,0,1,0,85.5,3
2,8.13,4.5,2,1,11,4,2,1,1,1,4,1,1,98.0,3
3,8.59,0.5,3,1,14,3,5,3,1,0,1,1,0,70.6,2
0,6.84,1.2,4,0,14,3,2,1,2,2,0,0,1,78.6,1
2,8.61,0.8,1,1,18,0,2,3,2,8,4,1,1,84.9,3
3,9.38,0.5,3,1,12,7,2,2,0,0,1,1,1,68.5,2
2,8.02,0.5,2,2,15,0,1,3,2,5,2,0,1,85.3,2
1,9.85,2.4,4,1,11,3,2,1,2,2,1,0,1,60.0,2
1,5.5,1.2,2,1,13,4,3,1,2,2,0,1,0,82.9,2
2,6.34,3.6,2,4,14,8,2,1,1,0,0,1,1,92.6,2
3,8.25,6.4,5,3,18,0,1,4,1,8,4,1,1,95.2,3
4,8.3,2.1,2,0,13,1,1,2,2,5,1,1,1,73.4,2
2,8.66,2.5,1,1,14,4,4,3,1,1,1,0,1,87.6,2
2,8.67,1.4,5,5,15,0,2,4,2,4,2,0,0,90.4,3
3,8.81,7.8,5,1,12,2,2,1,2,2,4,1,1,98.0,3
1,9.4,4.7,7,1,11,0,2,1,4,0,3,0,1,78.9,3
2,8.1,0.3,1,2,12,7,2,1,1,0,2,1,0,53.2,1
2,6.17,1.5,1,0,16,1,5,4,2,1,0,1,1,67.4,2
2,7.77,0.4,0,0,11,1,1,2,1,5,2,0,1,64.5,1
1,8.49,1.7,2,2,16,4,4,3,2,1,2,1,1,75.4,2
2,8.91,1.2,2,2,15,3,5,3,1,0,2,1,1,72.4,2
2,9.56,4.2,3,2,15,0,3,2,7,0,1,1,1,80.2,3
2,8.74,0.9,2,0,14,1,3,1,5,1,4,0,1,63.1,2
0,8.07,0.6,2,0,14,0,2,2,2,5,4,1,1,75.5,3
2,6.83,3.4,1,1,15,6,4,2,1,0,1,1,0,82.1,3
2,8.43,8.7,4,3,14,9,0,1,0,0,1,1,1,95.4,3
2,7.59,5.6,3,1,11,3,2,2,1,2,2,1,1,79.4,3
2,9.16,0.3,4,1,20,6,5,3,1,1,2,0,1,84.7,2
3,9.83,1.2,2,1,10,3,2,1,1,1,2,1,1,57.5,1
4,8.9,4.7,2,1,15,3,4,2,1,1,3,1,1,93.3,3
3,7.87,0.3,2,2,14,5,3,3,1,1,1,1,1,69.2,2
4,7.72,0.2,6,1,12,0,2,3,1,4,2,0,1,67.5,2
3,7.41,3.0,3,1,14,4,2,2,1,2,2,1,1,87.9,3
2,6.96,4.2,5,1,10,5,0,2,0,0,1,1,1,74.4,3
2,7.04,4.6,2,1,11,1,1,2,4,0,4,1,1,98.0,3
2,7.91,4.4,1,3,12,1,1,3,2,4,2,0,1,84.2,2
2,8.41,1.0,1,0,13,7,0,1,1,0,2,1,0,72.1,2
3,8.6,0.7,2,2,10,3,2,1,1,1,2,0,0,90.4,3
3,8.4,3.9,3,0,9,4,2,2,0,0,1,1,1,63.5,2
2,8.51,0.1,2,0,12,2,2,1,1,2,0,0,1,53.0,1
3,8.64,0.5,1,0,17,2,4,3,3,1,6,1,1,70.6,3
3,8.12,0.3,3,0,15,1,3,2,7,1,2,0,0,85.8,2
2,6.46,2.4,1,0,11,0,3,1,4,0,2,0,1,64.3,1
2,7.81,1.6,1,2,13,4,2,1,1,2,4,1,1,89.5,2
0,6.18,1.4,4,0,11,2,2,2,2,1,5,0,1,69.7,2
3,9.94,0.7,1,1,20,3,7,3,3,0,1,1,1,89.4,2
2,7.04,2.5,4,1,12,3,3,1,1,1,1,1,1,76.5,2
2,8.1,7.1,3,3,14,0,3,1,6,0,0,1,1,87.0,3
1,8.49,8.3,4,3,12,1,4,4,1,1,2,1,0,93.0,3
2,8.55,4.9,4,3,10,3,2,1,1,2,1,0,1,71.8,3
2,7.76,3.6,5,3,15,1,2,2,2,6,1,1,0,70.6,3
2,6.99,1.2,1,0,13,4,3,2,1,0,0,1,0,68.2,1
2,7.04,2.9,3,3,16,5,4,2,2,1,3,1,0,94.3,3
1,6.53,0.1,1,1,14,6,3,2,1,1,2,1,0,78.4,1
2,8.6,1.2,3,0,9,4,0,2,0,0,1,1,1,68.6,2
4,8.77,1.6,4,1,10,4,2,2,1,0,5,1,1,56.0,2
2,7.71,2.0,4,0,14,3,4,2,1,0,1,1,0,85.2,2
3,8.1,1.0,4,2,12,2,2,2,2,2,4,1,0,67.1,3
2,8.06,0.3,3,2,14,8,0,2,1,0,1,1,1,77.2,2
3,8.27,1.0,4,2,11,0,1,2,5,1,4,1,0,68.6,2
4,9.07,0.2,5,6,17,1,1,4,2,7,3,1,0,62.3,3
2,6.6,1.3,1,1,16,3,4,4,2,0,2,0,1,78.8,2
3,9.04,2.1,2,3,16,3,3,2,2,2,3,0,0,74.5,3
2,6.4,1.7,3,1,16,1,6,4,2,0,0,1,0,69.0,2
3,7.12,6.2,2,2,13,4,3,1,2,2,3,1,1,98.0,3
1,7.23,4.6,3,2,21,3,7,4,2,1,1,0,1,98.0,3
2,8.58,1.4,6,0,12,2,3,2,2,2,4,1,0,78.7,3
2,7.03,0.2,2,2,19,5,5,2,2,1,4,1,1,76.5,2
2,8.61,0.3,1,2,16,1,2,4,2,4,1,1,1,78.9,1
2,8.61,3.3,2,1,19,1,2,3,2,8,1,1,0,75.6,2
2,8.26,0.6,2,1,11,1,1,1,5,1,3,0,1,67.0,1
3,7.36,0.1,3,3,16,1,2,4,1,4,1,0,1,68.4,3
2,9.24,6.5,0,0,10,1,3,1,4,0,4,0,0,89.6,3
2,8.38,1.4,0,4,16,4,5,2,2,0,4,0,1,92.4,2
3,7.27,1.4,3,2,11,7,0,2,0,0,1,1,1,53.2,2
2,8.41,2.5,6,0,10,7,0,1,1,0,1,1,1,77.9,3
1,8.9,0.2,1,2,15,3,5,3,2,0,4,1,1,81.5,3
0,7.97,1.6,4,0,15,4,5,3,2,0,0,0,1,75.7,1
2,7.06,3.0,2,2,13,0,2,2,7,1,0,1,0,63.9,2
0,7.54,5.3,1,3,12,1,2,2,6,0,2,1,0,97.4,2
2,10.0,1.5,1,1,11,3,2,2,2,1,1,1,0,70.1,3
1,5.4,7.2,4,2,16,4,3,1,2,2,1,1,1,92.9,3
2,7.73,3.7,3,1,16,5,5,3,2,0,3,1,1,87.2,3
2,7.99,1.6,5,1,17,5,4,3,2,1,1,1,0,89.1,2
2,8.27,0.7,3,4,16,4,3,3,1,1,3,1,1,89.9,2
1,6.27,0.8,2,3,15,3,3,2,2,2,1,0,0,72.2,2
2,9.63,1.7,1,2,15,2,6,2,1,1,3,1,1,83.9,2
2,7.81,2.6,2,1,11,5,1,2,1,0,1,1,1,79.1,2
1,8.17,1.4,0,1,16,1,2,4,1,7,1,0,1,86.2,2
2,7.51,2.4,1,0,20,6,4,3,2,1,3,1,1,79.5,2
1,8.68,2.3,4,1,11,6,1,2,0,0,6,1,1,68.2,2
2,8.88,3.6,1,0,15,1,3,2,6,0,3,0,1,95.4,3
2,10.0,5.1,1,3,9,4,2,2,0,0,2,0,0,96.9,3
3,6.84,3.6,4,3,14,0,1,3,2,4,0,0,0,77.7,3
1,6.79,0.0,1,2,14,3,3,2,2,2,0,1,1,98.0,1
2,9.28,0.1,0,2,16,6,4,3,1,0,0,0,0,75.6,2
2,8.13,3.7,8,0,11,3,2,2,2,1,0,1,0,73.6,2
2,7.93,3.5,3,0,11,5,2,2,1,0,3,1,0,90.9,2
2,9.11,0.7,5,3,17,4,4,2,2,1,0,1,0,71.0,2
2,7.34,6.4,3,5,17,6,3,2,1,1,2,0,0,89.3,3
2,7.88,1.6,0,3,14,0,2,4,1,6,0,0,1,71.4,2
2,7.22,0.4,2,1,15,1,2,2,2,7,2,0,1,58.8,2
2,7.97,0.8,2,1,20,0,2,4,2,8,0,0,1,78.0,3
2,9.14,1.5,4,1,11,0,2,1,7,0,1,1,0,68.1,2
1,7.15,0.1,0,1,16,6,3,3,2,1,1,0,1,92.2,1
2,7.67,0.1,0,1,13,3,5,3,1,0,1,1,1,59.3,1
3,6.64,4.2,4,4,15,8,0,2,1,0,3,1,0,64.4,3
2,8.0,8.6,5,0,18,2,6,3,3,1,1,1,1,98.0,3
4,8.07,9.6,5,4,13,7,2,2,1,0,2,1,0,98.0,3
3,8.36,1.4,3,2,13,3,2,2,1,1,3,1,1,84.2,3
3,8.73,6.0,3,4,13,3,3,3,1,0,1,1,1,82.4,3
1,5.67,4.0,5,2,16,3,4,3,3,1,3,1,0,85.7,3
3,8.3,7.2,5,0,13,4,2,2,1,1,8,1,1,93.1,3
0,8.55,0.3,2,0,13,3,3,3,2,0,2,1,0,64.2,1
2,7.3,4.4,3,1,17,1,1,3,2,7,3,1,0,82.8,3
2,7.7,4.3,4,0,17,2,6,4,2,0,3,1,1,98.0,3
2,7.18,5.7,3,1,13,5,4,2,1,0,0,1,1,90.4,2
2,8.36,4.8,2,1,12,7,1,2,1,0,3,1,1,74.2,3
2,7.83,1.7,3,1,16,5,3,3,2,0,0,1,1,93.1,2
0,8.23,0.8,1,2,17,3,5,3,2,0,0,1,1,76.4,2
1,6.28,0.0,0,1,12,9,0,2,0,0,1,0,0,69.5,1
2,8.46,4.6,2,2,12,1,5,3,1,0,3,1,1,85.2,2
2,6.65,10.3,5,0,16,6,4,3,2,0,2,1,1,98.0,3
2,9.33,1.6,2,4,19,3,6,3,3,0,3,1,0,82.0,3
2,9.41,1.2,1,1,17,1,2,4,1,6,0,1,0,71.1,2
2,8.98,1.6,1,1,14,7,2,2,0,0,0,0,1,75.4,1
3,10.0,4.7,3,0,15,1,7,2,3,0,1,1,0,84.7,3
3,9.6,1.9,3,0,17,3,7,4,1,0,0,1,1,75.4,3
3,8.08,1.1,4,3,12,0,3,2,4,1,2,1,0,86.6,2
3,8.12,1.2,1,2,10,0,2,1,5,0,2,1,0,62.1,1
2,6.29,2.4,1,2,10,4,0,1,1,0,1,1,0,60.6,1
3,7.1,0.4,3,2,14,4,2,2,1,2,4,1,1,57.5,2
0,7.41,1.6,3,1,13,4,4,2,2,0,0,1,0,62.8,2
3,7.98,10.0,3,0,14,1,6,4,1,1,1,1,1,93.3,3
3,8.18,1.5,2,2,14,4,2,2,1,2,1,1,1,76.9,2
2,8.07,3.4,4,1,15,3,3,3,2,1,3,1,1,93.9,2
2,9.03,13.4,3,3,16,2,6,2,3,1,0,1,1,98.0,3
2,6.07,1.1,2,0,13,3,4,3,1,0,3,0,1,72.2,2
2,8.32,8.8,2,1,13,0,2,2,2,5,1,1,0,94.2,3
2,7.97,1.0,4,2,16,4,3,3,2,1,2,0,0,81.9,2
2,9.53,0.8,1,0,17,1,6,3,3,0,0,0,0,80.9,1
3,8.37,0.5,4,2,10,0,1,2,5,1,1,1,0,62.6,3
3,8.03,5.3,4,5,17,1,2,2,2,7,2,1,1,89.5,3
3,9.03,0.3,1,1,17,0,2,2,1,8,1,0,1,91.5,2
2,8.89,2.4,2,1,10,4,2,2,0,0,1,1,1,56.6,2
2,7.5,2.1,2,1,15,0,2,4,2,4,2,0,0,81.4,2
1,6.99,2.2,4,4,14,8,0,1,1,0,2,1,1,79.7,3
2,8.64,3.3,2,2,12,3,2,2,2,1,1,1,1,85.0,2
0,6.98,0.1,3,0,13,4,3,2,1,1,1,1,1,98.0,2
2,6.62,0.5,1,1,16,0,2,3,1,8,0,1,0,73.9,1
1,9.06,3.4,4,2,15,1,1,3,2,7,0,1,1,98.0,3
1,7.13,3.7,5,1,14,3,3,1,2,1,0,1,1,79.4,3
1,7.16,1.6,2,0,12,3,3,3,2,0,3,0,1,66.6,2
2,6.03,3.4,4,1,9,4,1,2,1,0,4,1,0,67.1,2
2,7.98,4.7,1,1,11,2,2,1,2,1,2,0,0,73.1,2
3,7.53,3.9,2,2,12,2,3,2,1,2,1,1,0,85.9,2
2,7.99,1.6,3,2,18,5,4,3,2,1,2,1,0,76.8,3
1,9.8,1.3,2,1,17,6,3,3,2,1,0,0,1,77.0,2
2,8.07,6.1,7,2,15,0,3,2,6,0,4,1,1,98.0,3
1,5.97,1.5,3,1,15,4,3,3,2,1,2,1,1,77.7,2
2,8.95,1.0,2,3,10,5,2,1,0,0,1,1,0,70.9,2
2,9.29,1.1,3,1,11,2,3,2,1,2,2,0,0,70.4,2
3,10.0,1.2,4,1,15,4,4,2,2,0,0,0,0,69.7,2
2,8.94,3.7,4,0,14,4,5,3,1,0,1,1,0,82.2,3
3,7.06,0.6,1,3,11,4,2,1,0,0,1,1,1,58.4,2
3,7.52,0.1,0,3,17,3,6,3,2,1,1,1,1,74.3,3
2,7.57,0.5,5,2,15,9,2,2,0,0,0,1,1,67.7,2
3,8.21,1.9,4,0,14,1,2,3,1,5,2,0,0,79.1,2
3,7.07,3.2,3,2,19,1,1,4,2,8,5,1,1,72.6,3
4,10.0,0.9,1,2,12,4,2,1,1,0,0,0,1,69.3,2
2,10.0,0.2,4,1,21,3,7,4,3,1,3,1,1,81.2,2
4,8.48,3.2,5,2,13,3,2,2,2,1,3,1,1,62.1,3
3,7.38,2.3,3,2,16,4,4,3,2,1,5,1,1,72.8,3
2,8.58,3.4,4,2,17,5,5,2,2,0,3,1,1,76.2,3
2,7.65,0.1,4,1,18,5,5,3,1,1,2,0,1,59.2,2
2,8.44,2.4,2,0,15,2,7,4,1,0,2,1,1,89.9,1
2,7.65,1.4,4,1,15,1,1,3,2,6,1,1,0,66.1,3
2,8.77,0.6,1,0,12,1,1,1,7,1,2,1,1,72.6,1
2,7.32,3.4,1,1,12,1,5,2,1,1,2,0,1,66.3,2
2,9.99,0.4,2,1,14,4,2,1,2,2,1,1,1,73.6,1
2,8.17,0.9,1,1,13,3,5,2,1,1,4,0,1,62.2,2
2,8.0,2.0,2,1,13,2,3,2,2,1,2,0,0,81.0,2
1,7.06,2.2,4,0,16,2,4,4,2,0,1,0,1,80.3,2
2,7.27,0.9,2,2,13,3,2,2,2,1,0,0,0,77.5,1
2,8.29,0.1,1,2,12,3,3,2,2,1,0,1,1,55.0,1
1,8.13,0.0,3,1,14,3,2,2,2,2,1,0,1,64.7,2
2,7.95,0.9,2,1,14,6,3,3,1,0,3,1,1,86.3,2
4,9.49,4.7,2,3,12,4,3,2,1,0,0,1,1,95.5,3
2,7.72,4.2,1,2,11,2,3,2,1,2,1,1,1,81.5,2
2,8.15,3.5,3,2,15,3,7,2,1,0,4,1,0,98.0,3
2,8.24,0.4,3,0,19,1,2,4,1,8,2,1,1,73.5,2
2,8.22,2.8,2,0,15,4,3,2,1,1,0,1,1,66.8,2
1,8.61,0.7,1,1,14,0,3,1,7,1,1,1,1,51.6,1
2,7.3,9.3,3,6,8,2,2,1,1,1,1,1,1,92.4,3
2,6.29,10.9,6,1,17,0,2,4,2,8,1,1,1,95.8,3
2,7.48,0.1,3,2,14,4,2,2,2,2,1,1,1,66.3,2
3,7.61,2.4,2,1,12,3,2,2,2,1,0,1,0,81.4,2
2,7.14,0.2,1,3,16,1,6,4,1,0,1,0,1,54.6,2
0,8.78,0.6,3,0,16,4,5,2,2,1,0,1,1,77.5,2
2,7.06,1.6,3,0,16,1,1,3,2,5,0,1,1,94.5,2
4,9.78,5.4,0,2,15,3,4,2,1,1,1,1,1,84.5,3
0,5.89,4.2,2,0,12,7,0,2,1,0,3,1,1,84.5,2
3,8.56,9.0,10,1,15,1,5,4,3,1,4,0,1,98.0,3
2,5.85,1.2,3,1,10,2,2,2,1,2,1,1,0,59.7,2
0,6.61,2.9,3,0,12,4,2,1,1,1,2,1,1,95.7,2
2,7.65,7.7,2,1,14,9,2,1,1,0,2,1,0,97.3,3
2,6.76,1.0,1,0,11,7,1,1,1,0,0,1,1,72.1,1
2,7.87,1.7,5,1,15,1,3,1,7,1,1,1,1,87.9,3
2,8.12,1.8,1,2,15,1,6,4,1,0,1,0,1,82.6,2
2,10.0,7.9,4,1,9,0,1,2,5,0,2,1,1,90.6,3
2,6.14,4.5,6,0,16,3,5,3,1,1,3,1,1,90.9,3
2,8.68,2.4,3,3,15,1,1,2,1,6,1,1,1,77.0,2
3,8.77,0.3,5,1,20,3,7,3,3,1,3,0,1,98.0,3
2,8.58,2.2,2,0,13,4,3,2,1,2,2,0,1,73.9,2
2,7.84,0.2,3,2,14,4,4,2,2,0,5,1,0,67.3,3
1,7.48,0.7,7,2,14,5,4,3,1,0,1,1,1,96.1,2
3,5.99,4.5,6,3,9,6,0,1,0,0,1,0,1,87.6,3
2,7.89,4.1,2,0,14,2,5,2,1,0,0,1,0,98.0,3
2,7.35,0.7,4,4,14,4,2,2,1,1,1,1,1,57.7,2
1,8.55,0.7,2,1,17,1,2,4,1,5,1,0,1,89.4,2
2,8.25,2.9,0,1,17,5,4,2,2,0,1,0,1,75.9,2
0,7.67,1.1,2,0,10,1,2,2,4,0,0,0,1,73.5,0
2,8.72,1.0,2,1,15,1,6,2,2,0,4,1,1,98.0,2
2,9.62,0.8,2,1,9,6,0,1,1,0,2,1,1,56.4,1
1,9.21,1.8,4,1,16,3,5,3,1,0,0,1,0,78.4,2
1,7.01,0.7,6,1,16,1,3,2,7,1,0,0,1,79.4,2
2,8.15,4.0,2,5,15,4,3,1,2,1,3,1,1,81.7,3
2,8.77,2.2,3,0,14,9,0,2,1,0,0,0,1,73.1,3
2,6.02,5.5,4,0,14,4,2,1,2,2,3,1,0,83.9,3
2,8.55,1.5,2,1,13,1,4,3,3,1,3,0,1,83.1,2
0,6.93,2.1,2,0,15,4,2,2,2,1,0,1,1,78.1,2
2,8.34,1.6,4,1,14,9,1,2,1,0,2,1,1,80.2,3
2,8.61,0.3,0,2,15,5,5,3,1,0,3,0,1,85.4,2
1,7.54,4.0,4,1,13,1,1,2,7,0,3,1,1,92.5,3
0,8.48,0.4,3,0,14,4,2,2,1,1,0,1,1,75.0,1
0,7.99,0.1,2,2,13,1,2,4,1,4,1,1,0,64.1,2
2,9.06,1.3,2,1,13,3,5,2,1,1,1,0,1,65.8,2
3,10.0,10.3,6,2,19,4,5,3,2,1,1,0,1,98.0,3
2,8.48,4.3,1,2,17,3,7,2,2,0,1,1,0,96.8,2
2,9.09,1.3,1,1,16,3,6,2,1,1,3,0,0,84.9,3
2,8.99,5.6,4,2,17,5,5,3,1,1,1,0,0,98.0,3
2,7.21,1.0,0,1,17,5,5,2,1,1,1,0,1,80.9,2
1,7.93,2.2,2,0,17,4,5,2,1,1,0,0,0,76.9,2
2,8.28,4.3,4,0,13,1,1,3,2,4,1,1,1,87.6,3
1,7.88,0.6,3,0,15,5,4,3,1,0,2,1,0,76.4,2
2,8.7,2.2,3,4,16,0,2,2,2,6,1,1,1,81.3,2
2,7.81,2.9,6,1,19,5,5,3,2,1,3,0,1,88.3,3
2,7.85,1.5,2,2,19,6,4,3,1,1,3,1,0,82.4,3
3,8.47,2.2,1,4,16,2,5,4,2,0,0,1,0,80.1,3
3,10.0,3.6,5,3,15,5,4,2,1,0,0,0,1,92.9,3
3,7.68,0.9,3,1,16,5,4,2,2,0,1,0,1,72.9,2
2,7.57,1.7,1,2,16,6,5,2,1,0,2,1,1,71.3,1
2,8.94,1.4,1,0,15,9,2,2,0,0,1,1,1,59.4,2
2,5.99,4.8,3,0,10,7,0,2,0,0,1,1,1,59.7,3
3,9.68,2.8,3,1,9,4,1,2,1,0,2,1,1,63.4,3
2,8.81,0.1,2,0,17,1,6,3,3,0,2,0,1,80.9,2
2,6.41,0.3,3,1,15,3,3,2,2,2,1,0,0,80.0,2
3,6.23,0.1,5,4,9,2,2,2,1,1,0,1,1,65.6,2
3,7.55,15.0,4,0,13,3,2,2,1,1,1,1,1,98.0,3
2,8.64,2.3,3,1,9,5,0,1,1,0,1,1,0,83.4,2
3,6.86,3.9,6,2,14,1,2,3,1,5,0,0,1,92.4,2
1,8.56,1.4,4,0,13,9,2,1,0,0,0,1,1,91.3,2
3,10.0,4.1,4,6,9,5,0,1,1,0,0,1,1,73.0,3
2,8.45,7.4,5,1,14,3,4,4,1,0,3,1,1,90.0,3
1,8.73,3.1,2,2,13,1,1,2,1,5,4,1,1,80.9,3
2,7.81,9.3,2,0,10,2,2,2,2,1,0,1,0,88.2,3
2,7.11,4.7,2,1,11,9,0,1,0,0,0,1,1,92.8,2
2,7.6,0.6,1,2,9,4,0,2,1,0,3,1,0,67.7,2
2,9.26,7.8,3,1,16,3,4,2,2,1,1,0,1,83.6,3
2,9.13,2.0,3,2,9,1,1,1,5,0,1,0,1,62.8,2
1,8.32,0.8,0,0,11,3,2,2,2,1,1,1,0,72.8,1
2,6.74,0.6,1,1,14,2,2,2,2,2,1,1,0,80.5,1
2,7.5,9.6,10,1,13,3,5,2,2,0,3,1,0,98.0,3
0,8.82,1.2,3,2,15,0,2,2,1,6,2,0,1,77.9,2
2,7.32,0.0,3,0,9,4,0,1,0,0,2,1,1,61.6,1
2,9.4,1.1,6,6,14,3,3,2,2,1,1,1,1,77.0,3
2,8.43,5.7,3,1,13,5,3,2,1,1,2,1,1,83.4,3
3,7.1,1.1,5,0,19,5,5,3,2,0,2,1,1,88.9,3
4,9.68,1.0,4,0,12,6,2,2,0,0,1,0,0,81.6,2
2,8.72,9.2,5,1,13,1,4,3,1,0,1,1,0,98.0,3
3,8.46,0.6,1,1,11,4,1,1,1,0,1,0,0,74.7,1
3,7.8,0.7,2,1,13,1,1,1,7,0,1,1,0,78.5,2
2,8.59,1.8,1,0,16,1,5,4,2,1,2,1,0,69.9,2
2,8.17,0.8,2,1,15,0,1,2,1,8,1,0,0,68.4,2
2,7.57,0.6,3,2,10,0,2,2,4,1,3,0,1,62.0,2
2,7.1,2.4,0,0,18,5,5,2,2,0,4,0,1,91.1,2
2,7.98,1.0,3,1,14,9,2,2,0,0,0,0,1,82.1,2
2,5.78,5.1,2,0,12,2,3,1,2,2,4,1,1,77.2,3
3,8.31,1.2,3,2,13,0,2,3,2,4,1,0,1,63.5,2
0,7.87,0.7,4,0,11,3,2,2,2,1,1,1,1,79.3,2
2,8.33,1.6,6,0,11,0,2,2,5,0,5,1,1,75.9,2
2,7.86,0.6,3,1,18,5,5,3,2,0,0,0,0,78.1,2
2,7.58,0.6,1,3,14,0,3,1,6,0,0,0,0,75.1,2
